280:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
284:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
288:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
292:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
296:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
300:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
304:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
308:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
312:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
316:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
320:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
324:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
328:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
332:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
336:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
340:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
344:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
348:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
352:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
356:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
360:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
364:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
368:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
372:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
376:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
380:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
384:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
388:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
392:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
396:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
400:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
